500,-1434.4808349609375,32.905208587646484
1000,-1213.9169921875,58.12735366821289
1500,-859.5964965820312,38.73375701904297
2000,-217.1697235107422,138.60739135742188
2500,-90.81510162353516,50.78361129760742
3000,-92.35126495361328,50.32123947143555
3500,-97.39715576171875,49.53877258300781
4000,-87.58721160888672,46.251426696777344
4500,-392.656982421875,395.2001953125
5000,-90.39599609375,50.004302978515625
5500,-95.4337158203125,49.876068115234375
6000,-95.76593017578125,50.17353057861328
6500,-91.02242279052734,50.09560775756836
7000,-85.94146728515625,50.40427017211914
7500,-84.75887298583984,50.548831939697266
8000,-88.61217498779297,50.261695861816406
8500,-85.99320220947266,50.667137145996094
9000,-93.7577896118164,49.99067687988281
9500,-84.7726058959961,50.68308639526367
10000,-87.2410659790039,51.0832633972168
10500,-93.39945220947266,49.45757293701172
11000,-103.97696685791016,48.47341537475586
11500,-99.29920196533203,46.36110305786133
12000,-178.9822235107422,49.15251922607422
12500,-99.7662124633789,49.3178825378418
13000,-103.80585479736328,49.97269058227539
13500,-88.953369140625,45.57493591308594
14000,-261.6544494628906,2.415045976638794
14500,-88.31429290771484,47.444374084472656
15000,-101.83245849609375,53.851619720458984
15500,-101.72625732421875,52.6451416015625
16000,-106.5368881225586,47.845558166503906
16500,-85.50386810302734,50.419769287109375
17000,-88.77849578857422,53.82492446899414
17500,-97.41967010498047,57.972625732421875
18000,-86.26824951171875,50.53339767456055
18500,-84.19487762451172,50.736671447753906
19000,-104.50296020507812,46.365352630615234
19500,-99.22042083740234,59.628143310546875
20000,-89.36843872070312,54.42039108276367
20500,-96.27545928955078,46.98186111450195
21000,-101.86713409423828,47.80439376831055
21500,-85.78556060791016,49.972076416015625
22000,-233.2349853515625,49.271514892578125
22500,-230.3567657470703,49.38753128051758
23000,-107.9238510131836,50.09202575683594
23500,-228.1641387939453,49.71207046508789
24000,-93.77493286132812,55.08021545410156
24500,-100.33155059814453,56.32722473144531
25000,-109.551513671875,49.97093963623047
25500,-109.41934204101562,49.62828063964844
26000,-94.415283203125,49.62709426879883
26500,-89.46246337890625,51.27023696899414
27000,-88.03429412841797,51.65427017211914
27500,-103.80512237548828,49.676177978515625
28000,-93.97870635986328,50.52145767211914
28500,-85.5323715209961,50.983314514160156
29000,-95.53397369384766,50.86929702758789
29500,-85.55291748046875,51.430908203125
30000,-83.99683380126953,50.3375244140625
